iter	Passed	Remaining
466	1595	4458
467	1598	4453
468	1601	4449
469	1604	4445
470	1607	4440
471	1610	4436
472	1613	4432
473	1616	4427
474	1619	4423
475	1622	4418
476	1625	4413
477	1628	4408
478	1632	4407
479	1636	4404
480	1640	4402
481	1644	4400
482	1648	4398
483	1651	4395
484	1655	4393
485	1658	4389
486	1663	4389
487	1667	4386
488	1670	4384
489	1674	4381
490	1677	4377
491	1681	4375
492	1686	4375
493	1698	4394
494	1723	4447
495	1731	4455
496	1735	4451
497	1738	4447
498	1742	4444
499	1745	4440
500	1748	4436
501	1752	4432
502	1755	4427
503	1758	4423
504	1761	4418
505	1764	4413
506	1767	4409
507	1770	4404
508	1773	4399
509	1776	4395
510	1779	4390
511	1782	4386
512	1785	4381
513	1788	4377
514	1791	4373
515	1795	4369
516	1798	4365
517	1801	4360
518	1804	4356
519	1807	4351
520	1810	4347
521	1813	4343
522	1816	4338
523	1819	4334
524	1822	4329
525	1825	4324
526	1828	4320
527	1831	4315
528	1834	4311
529	1837	4306
530	1841	4302
531	1844	4298
532	1847	4294
533	1850	4290
534	1853	4286
535	1856	4281
536	1859	4276
537	1862	4273
538	1867	4271
539	1871	4270
540	1875	4268
541	1880	4267
542	1884	4265
543	1889	4264
544	1893	4262
545	1897	4259
546	1900	4256
547	1903	4251
548	1906	4247
549	1909	4243
550	1912	4238
551	1916	4234
552	1919	4230
553	1922	4226
554	1925	4221
555	1928	4216
556	1931	4212
557	1934	4208
558	1937	4204
559	1940	4199
560	1943	4196
561	1946	4191
562	1950	4188
563	1954	4185
564	1958	4183
565	1961	4179
566	1964	4175
567	1968	4171
568	1971	4167
569	1973	4162
570	1977	4158
571	1980	4153
572	1983	4149
573	1985	4144
574	1989	4141
575	1992	4137
576	1995	4133
577	1998	4129
578	2002	4125
579	2005	4120
580	2008	4116
581	2011	4112
582	2014	4108
583	2017	4104
584	2020	4099
585	2023	4095
586	2026	4091
587	2029	4087
588	2032	4083
589	2035	4078
590	2039	4074
591	2041	4070
592	2044	4064
593	2047	4060
594	2050	4056
595	2053	4052
596	2056	4047
597	2059	4043
598	2062	4039
599	2065	4034
600	2068	4030
601	2071	4025
602	2074	4021
603	2077	4017
604	2080	4012
605	2083	4008
606	2086	4005
607	2089	4000
608	2092	3996
609	2096	3993
610	2099	3990
611	2103	3986
612	2106	3983
613	2110	3979
614	2113	3975
615	2117	3973
616	2120	3969
617	2123	3965
618	2127	3963
619	2131	3959
620	2134	3956
621	2138	3953
622	2141	3949
623	2144	3945
624	2148	3943
625	2152	3939
626	2155	3937
627	2159	3933
628	2162	3929
629	2166	3927
630	2169	3923
631	2173	3920
632	2177	3917
633	2180	3914
634	2184	3910
635	2188	3908
636	2192	3906
637	2196	3904
638	2200	3901
639	2203	3897
640	2207	3894
641	2210	3890
642	2213	3886
643	2217	3884
644	2221	3881
645	2224	3877
646	2227	3873
647	2231	3870
648	2234	3866
649	2238	3863
650	2241	3859
651	2245	3856
652	2248	3853
653	2252	3850
654	2256	3848
655	2260	3844
656	2263	3841
657	2266	3837
658	2270	3834
659	2274	3831
660	2281	3835
661	2289	3838
662	2294	3838
663	2299	3837
664	2304	3836
665	2308	3834
666	2312	3831
667	2317	3830
668	2323	3830
669	2327	3828
670	2331	3825
671	2334	3821
672	2338	3818
673	2342	3815
674	2346	3812
675	2350	3810
676	2353	3806
677	2356	3802
678	2360	3799
679	2363	3796
680	2367	3792
681	2370	3788
682	2373	3784
683	2376	3780
684	2379	3776
685	2383	3772
686	2386	3769
687	2389	3765
688	2393	3762
689	2396	3758
690	2399	3753
691	2403	3750
692	2406	3746
693	2409	3743
694	2413	3740
695	2416	3736
696	2420	3732
697	2423	3729
698	2427	3725
699	2430	3722
700	2434	3719
701	2437	3715
702	2440	3711
703	2444	3708
704	2447	3704
705	2450	3700
706	2454	3697
707	2457	3693
708	2461	3689
709	2464	3686
710	2467	3682
711	2470	3678
712	2474	3675
713	2477	3671
714	2480	3667
715	2484	3663
716	2487	3660
717	2491	3656
718	2494	3653
719	2497	3649
720	2500	3645
721	2504	3642
722	2507	3638
723	2511	3635
724	2514	3631
725	2517	3627
726	2521	3623
727	2524	3619
728	2527	3615
729	2530	3612
730	2533	3608
731	2536	3604
732	2540	3600
733	2543	3597
734	2546	3593
735	2550	3589
736	2553	3585
737	2556	3581
738	2559	3577
739	2562	3573
740	2565	3569
741	2568	3565
742	2571	3561
743	2575	3557
744	2577	3553
745	2581	3549
746	2584	3546
747	2587	3542
748	2590	3538
749	2594	3534
750	2597	3530
751	2600	3527
752	2603	3523
753	2606	3519
754	2609	3515
755	2613	3511
756	2616	3507
757	2619	3503
758	2622	3499
759	2625	3495
760	2628	3491
761	2631	3487
762	2634	3484
