iter	RMSE
298	0.1384080274
299	0.1383412365
300	0.1383060026
301	0.1382677704
302	0.1382211074
303	0.1381874437
304	0.1381289901
305	0.1380570291
306	0.1379948072
307	0.1379546767
308	0.137897701
309	0.1378346234
310	0.1377804666
311	0.1377159758
312	0.1376437169
313	0.1375693465
314	0.1375308216
315	0.1374735126
316	0.1373870516
317	0.1373428044
318	0.1372992265
319	0.1372493664
320	0.1371872222
321	0.13710967
322	0.1370690156
323	0.1369882253
324	0.1369569249
325	0.136909494
326	0.1368482952
327	0.1368041248
328	0.1367378351
329	0.1366787358
330	0.1366354159
331	0.1365857577
332	0.1365394998
333	0.1364944976
334	0.136449924
335	0.1364094294
336	0.136360424
337	0.136305742
338	0.1362627026
339	0.1362222871
340	0.1361602392
341	0.136109855
342	0.1360487889
343	0.1359744248
344	0.1359252716
345	0.1358502727
346	0.1358002516
347	0.1357327941
348	0.1356775888
349	0.1356309245
350	0.1355779448
351	0.1355215117
352	0.1354848022
353	0.1354123161
354	0.1353615654
355	0.1353367096
356	0.1352640784
357	0.1351933245
358	0.1351591623
359	0.1351316575
360	0.1350844941
361	0.135053137
362	0.135010792
363	0.1349528824
364	0.1349217197
365	0.1348723471
366	0.1348411732
367	0.1347962892
368	0.1347559855
369	0.1347003757
370	0.1346238243
371	0.1345817951
372	0.1345390654
373	0.1345001261
374	0.1344576171
375	0.1344275995
376	0.1343904611
377	0.1343634502
378	0.1343303208
379	0.1342864987
380	0.1342245298
381	0.1341706337
382	0.1341045116
383	0.1340639984
384	0.1339976083
385	0.1339448328
386	0.1338893718
387	0.133813431
388	0.1337595948
389	0.1336989498
390	0.1336143272
391	0.1335708094
392	0.133528593
393	0.1334625457
394	0.1334169847
395	0.1333701606
396	0.1333220879
397	0.1332562063
398	0.1332367725
399	0.1331720421
400	0.1331070719
401	0.1330608777
402	0.1330060804
403	0.132954969
404	0.1329045228
405	0.1328541517
406	0.1328179363
407	0.1327789703
408	0.1327258192
409	0.1326586013
410	0.1326267605
411	0.1325727866
412	0.1325205001
413	0.1324796209
414	0.1324377359
415	0.1323909898
416	0.1323483082
417	0.1323008171
418	0.132247018
419	0.1322096617
420	0.1321785892
421	0.1321366779
422	0.1320898911
423	0.132011039
424	0.1319517825
425	0.1319066962
426	0.1318606915
427	0.1318315931
428	0.131766338
429	0.1317114644
430	0.1316774521
431	0.1316410579
432	0.1316024919
433	0.1315556177
434	0.1315210346
435	0.1314708727
436	0.131431569
437	0.1313578914
438	0.1313312804
439	0.1312878146
440	0.1312489803
441	0.131189536
442	0.1311447435
443	0.1310665976
444	0.1310332492
445	0.1309952273
446	0.1309297011
447	0.1308871629
448	0.1308554876
449	0.1308000969
450	0.1307473339
451	0.1306820402
452	0.1306250798
453	0.1305729873
454	0.1305288636
455	0.1304806837
456	0.1304330106
457	0.130384934
458	0.1303380445
459	0.1303010775
460	0.1302722852
461	0.1302015067
462	0.1301509563
463	0.1301183851
464	0.1300675513
465	0.1300218816
466	0.1299816451
467	0.1299432912
468	0.129913055
469	0.1298524776
470	0.1298171938
471	0.1297718402
472	0.1297333296
473	0.1296893818
474	0.1296554976
475	0.129622583
476	0.1295897806
477	0.1295187649
478	0.1294821895
479	0.1294397068
480	0.1293795309
481	0.1293364216
482	0.1292858104
483	0.1292414875
484	0.1291888668
485	0.1291425254
486	0.1291091308
487	0.1290688769
488	0.1290357723
489	0.1289943507
490	0.128962189
491	0.1289180212
492	0.1288699766
493	0.1288266694
494	0.1287933969
495	0.1287608121
496	0.1287134568
497	0.1286898061
498	0.1286449986
499	0.1285920462
500	0.1285503309
501	0.128487183
502	0.1284178717
503	0.128397218
504	0.1283620947
505	0.1283138634
506	0.1282614782
507	0.1282183702
508	0.1281577136
509	0.1281314694
510	0.1280646136
511	0.1280447716
512	0.1280000561
513	0.1279695551
514	0.1279288962
515	0.1278901947
516	0.1278300604
517	0.1277866542
518	0.1277576665
519	0.1277104541
520	0.1276877505
521	0.1276384565
522	0.1275977094
523	0.1275725549
524	0.1275544631
525	0.1275045057
526	0.1274833591
527	0.1274448013
528	0.1274020196
529	0.1273886594
530	0.1273455429
531	0.1273126044
532	0.127257059
533	0.1271992738
534	0.1271674065
535	0.1271208833
536	0.1270648692
537	0.1270112404
538	0.1269671567
539	0.1269218738
540	0.1268860945
541	0.1268477878
542	0.1268096335
543	0.1267720192
544	0.1267492529
545	0.1267127789
546	0.1266658239
547	0.1266426854
548	0.1266105792
549	0.1265799265
550	0.1265392242
551	0.1264802054
552	0.1264434362
553	0.1264078196
554	0.1263512005
555	0.1263350032
556	0.1262917807
557	0.1262240495
558	0.1261828223
559	0.1261492734
560	0.1261005825
561	0.1260796572
562	0.1260377193
563	0.1259619375
564	0.1259149538
565	0.1258740018
566	0.1258453313
567	0.125817271
568	0.1257927621
569	0.1257577034
570	0.1257020354
571	0.1256605664
572	0.1256282497
573	0.1255683769
574	0.125508044
575	0.1254497544
576	0.1254118687
577	0.1253512577
578	0.1252850102
579	0.1252567318
580	0.1252261462
581	0.1251746167
582	0.1251474762
583	0.1250927061
584	0.1250663159
585	0.1250132317
586	0.1249652343
587	0.1249322494
588	0.1248622777
589	0.1247990265
590	0.1247650684
591	0.1247331224
592	0.124701952
593	0.1246647926
594	0.1246110276
595	0.1245745965
596	0.1245174035
597	0.1244730396
598	0.1244369751
599	0.1243884667
600	0.1243611969
601	0.1243120753
602	0.1242689814
603	0.1242420212
604	0.1241952841
605	0.1241686522
606	0.1241434572
607	0.1241045681
608	0.1240801687
609	0.12403103
610	0.1239878538
611	0.1239569785
612	0.1239131983
613	0.1238793313
614	0.1238295227
615	0.1237909587
616	0.1237318135
617	0.1236900675
618	0.1236280601
619	0.1236005455
620	0.1235710705
621	0.1235372714
622	0.1234931482
623	0.1234398904
624	0.1233945256
625	0.1233462089
626	0.1233038678
627	0.1232604271
628	0.1232347729
629	0.1231851853
630	0.1231604456
631	0.1231292674
632	0.1230936938
633	0.1230381696
634	0.122988809
635	0.1229728702
636	0.1229273155
637	0.122866215
638	0.1228500479
639	0.1228065588
640	0.122771098
641	0.1227350397
642	0.1227005698
643	0.1226691192
644	0.1226218554
645	0.1226058278
646	0.1225616549
647	0.1225389065
648	0.1225075848
649	0.1224759167
650	0.1224364818
651	0.122407605
652	0.1223622562
653	0.1223201952
654	0.1222696574
655	0.1222334229
656	0.1221934428
657	0.1221613491
658	0.1221312063
659	0.1221082244
660	0.1220770956
661	0.1220523506
662	0.1220229232
663	0.1219716039
664	0.1219414341
665	0.1218981027
666	0.1218514885
667	0.1218284873
668	0.1217847989
669	0.121747871
670	0.1217081124
671	0.121670397
672	0.1216254924
673	0.1215933328
674	0.1215567727
675	0.1215213632
676	0.1214952047
677	0.1214560114
678	0.1214195693
679	0.1213825186
680	0.1213435044
681	0.1213095307
682	0.1212859075
683	0.1212544899
684	0.1212145065
685	0.1211856731
686	0.1211569547
687	0.1211260639
688	0.121092058
689	0.1210620104
690	0.1210354082
691	0.1209977552
692	0.1209644716
693	0.1209248889
694	0.1208961079
695	0.1208382587
696	0.1207862954
697	0.120754699
698	0.1207102049
699	0.1206795269
700	0.1206173094
701	0.1205725808
702	0.1205300639
703	0.1204927214
704	0.1204460524
705	0.1204207304
706	0.1203838315
707	0.1203681879
708	0.1203292901
709	0.1203012628
710	0.1202789544
711	0.1202470824
712	0.120207571
713	0.1201847959
714	0.1201336971
715	0.1200925933
716	0.1200715295
717	0.120034183
718	0.1200004188
719	0.1199800059
720	0.1199389372
721	0.1199030224
722	0.1198845901
723	0.1198431622
724	0.1198265633
725	0.1197937805
726	0.1197550071
727	0.1197226588
728	0.1196841992
729	0.1196511827
730	0.1196252593
731	0.1195733142
732	0.1195516048
733	0.119502836
734	0.1194803002
735	0.1194450466
736	0.1193931359
737	0.119352702
738	0.1193253971
739	0.1192955844
740	0.1192450589
741	0.1192261275
742	0.119192951
743	0.1191496493
744	0.1191038737
745	0.119056219
746	0.1190079064
747	0.1189832165
748	0.1189403833
749	0.1189250493
750	0.1188821215
751	0.1188412511
752	0.1188089585
753	0.1187839489
754	0.1187450659
755	0.1187153983
756	0.1186650645
757	0.1186283751
758	0.1186005401
759	0.1185771275
760	0.1185457009
761	0.1185189166
762	0.1184916007
763	0.1184338262
764	0.1183965609
765	0.1183425055
766	0.1183071639
767	0.118270065
768	0.1182427221
769	0.1182127012
770	0.118150931
771	0.118115017
772	0.1180731215
773	0.1180409287
774	0.1179993508
775	0.1179512722
776	0.1179292581
777	0.1178986775
778	0.1178583214
779	0.1178168809
780	0.1177811646
781	0.1177556957
782	0.1177430607
783	0.1177133807
784	0.1176625086
785	0.11762229
786	0.1175992667
787	0.1175487575
788	0.1175118539
789	0.1174844266
790	0.1174351404
791	0.1174146142
792	0.1173899556
793	0.1173656599
794	0.1173273833
795	0.1173102364
796	0.1172704913
797	0.1172281945
798	0.1172012599
799	0.117166553
800	0.1171422339
801	0.1171071014
802	0.1170589507
803	0.1170223157
804	0.1169677887
805	0.1169247517
806	0.116893346
807	0.1168607405
808	0.1168225881
809	0.1167867925
810	0.1167576218
811	0.1167184106
812	0.1166846761
813	0.116662291
814	0.1166142317
815	0.1165957675
816	0.1165730709
817	0.1165439716
818	0.116494069
819	0.1164513044
820	0.1164170188
821	0.1163662678
822	0.116348493
823	0.116321938
824	0.1162839999
825	0.1162608031
826	0.1162357385
827	0.1162144047
828	0.1161810872
829	0.1161470993
830	0.1161370508
831	0.116103919
832	0.1160528554
833	0.1160246896
834	0.1159897289
835	0.115955154
836	0.1159250056
837	0.1158925231
838	0.1158693811
839	0.1158392608
840	0.1158032355
841	0.1157771558
842	0.1157691602
843	0.1157374509
844	0.1157018942
845	0.1156371881
846	0.1156086839
847	0.1155755353
848	0.1155337017
849	0.1155083536
850	0.115458778
851	0.1154427639
852	0.1154062822
853	0.1153778627
854	0.1153420974
855	0.1153046217
856	0.1152679763
857	0.1152306885
858	0.1151973587
859	0.115169102
860	0.1151318706
861	0.1151036162
862	0.1150691701
863	0.1150499415
864	0.1150117782
865	0.1149919882
866	0.1149568823
867	0.1149219996
868	0.1148859455
869	0.1148432441
870	0.1148206641
871	0.1147799092
872	0.114748552
873	0.1147256006
874	0.1146948374
875	0.1146659239
876	0.1146465759
877	0.1146131901
878	0.1145727421
879	0.1145463541
880	0.1145142064
881	0.114478716
882	0.1144515246
883	0.1144077751
884	0.1143860956
885	0.1143570488
886	0.1143284417
887	0.1142949186
888	0.1142528856
889	0.1142166468
890	0.1141921652
891	0.1141710937
892	0.1141458483
893	0.1141012568
894	0.1140772336
895	0.114045435
896	0.114014284
897	0.1139892593
898	0.1139651949
899	0.113913959
900	0.1138872261
901	0.1138629227
902	0.1138415458
903	0.1138257786
904	0.1138009422
905	0.1137709318
906	0.1137279326
907	0.1136901639
908	0.1136655273
909	0.1136318317
910	0.1135883366
911	0.1135590443
912	0.1135301003
913	0.1135025807
914	0.1134450758
915	0.1133910561
916	0.1133601481
917	0.1133417215
918	0.1133154177
919	0.1132741508
920	0.1132366686
921	0.1131923002
922	0.1131451563
923	0.1130971038
924	0.1130784896
925	0.1130350276
926	0.1130088788
927	0.1129840176
928	0.1129518448
929	0.1129313355
930	0.1128987729
931	0.1128750231
932	0.112839983
933	0.1128124232
934	0.112773138
935	0.112723209
936	0.11269414
937	0.1126572386
938	0.1126444434
939	0.1126219068
940	0.1125950947
941	0.1125671691
942	0.1125402612
943	0.1124983788
944	0.112476483
945	0.1124421999
946	0.1124190888
947	0.1123911113
948	0.1123676078
949	0.1123409834
950	0.1123110034
951	0.1122767033
952	0.1122435084
953	0.1122180871
954	0.1121866092
955	0.1121668075
956	0.1121399067
957	0.1120981993
958	0.1120716519
959	0.1120439543
960	0.1119996679
961	0.1119647019
962	0.1119118093
963	0.1118828433
964	0.1118516941
965	0.1118287075
966	0.1118060573
967	0.1117848952
968	0.111755694
969	0.1117396089
970	0.1116934916
971	0.1116737195
972	0.1116445798
973	0.1116275567
974	0.1115991581
975	0.1115804444
976	0.1115512459
977	0.1115211328
978	0.1114775961
979	0.1114489357
980	0.1114299997
981	0.1114139797
982	0.1113908683
983	0.1113659013
984	0.1113384954
985	0.1113049205
986	0.1112652921
987	0.1112312516
988	0.1111824218
989	0.1111430083
990	0.1111105864
991	0.1110863781
992	0.1110523719
993	0.111007226
994	0.1109815236
995	0.1109375841
996	0.1109147666
997	0.110884745
998	0.1108559824
999	0.1108217739
1000	0.1107825602
1001	0.1107463577
1002	0.1107164832
1003	0.1106785142
1004	0.1106551523
1005	0.1106246263
1006	0.1106124646
1007	0.1105921396
1008	0.1105730406
1009	0.1105395184
1010	0.1104941967
1011	0.1104738831
1012	0.1104316928
1013	0.110391653
1014	0.1103614068
1015	0.1103263862
1016	0.1102952112
1017	0.1102694894
1018	0.1102374563
1019	0.1102128519
1020	0.1101956837
1021	0.1101519632
1022	0.1101305004
1023	0.1100986793
1024	0.1100691323
1025	0.1100460499
1026	0.1100253985
1027	0.1100201493
1028	0.1099750168
1029	0.1099467936
1030	0.1099292902
1031	0.1098880361
1032	0.1098563038
1033	0.1098383611
1034	0.1098093009
1035	0.1097832339
1036	0.1097638249
1037	0.1097466707
1038	0.1097210145
1039	0.109684676
1040	0.1096592031
1041	0.1096294981
1042	0.1095922503
1043	0.1095734298
1044	0.1095382694
1045	0.1095192352
1046	0.1094819778
1047	0.1094487994
1048	0.1094226508
1049	0.1093902869
1050	0.1093394765
1051	0.1093025437
1052	0.1092827191
1053	0.1092565916
1054	0.1092198383
1055	0.1091901761
1056	0.1091641687
1057	0.1091358927
1058	0.1091053065
1059	0.1090834244
1060	0.1090556084
1061	0.1090371493
1062	0.1090112091
1063	0.1089822595
1064	0.1089478252
1065	0.1089149673
1066	0.1088879105
1067	0.1088710888
1068	0.1088501159
1069	0.1088158295
1070	0.1088009604
1071	0.108779534
1072	0.1087526736
1073	0.1087417007
1074	0.1087288298
1075	0.1087027705
1076	0.1086746471
1077	0.1086211612
1078	0.1086110337
1079	0.1085802768
1080	0.1085510547
1081	0.1085121246
1082	0.1085054492
1083	0.108471731
1084	0.1084420311
1085	0.1084049284
1086	0.1083729782
1087	0.10834672
1088	0.1083190775
1089	0.1082739583
1090	0.1082577722
1091	0.1082469179
1092	0.1082309147
1093	0.1082069408
1094	0.1081625546
1095	0.1081398884
1096	0.1081111997
1097	0.1080946328
1098	0.1080707406
1099	0.1080434001
1100	0.1080153679
1101	0.1079831452
1102	0.1079508951
1103	0.1079173104
1104	0.1078775814
1105	0.1078438449
1106	0.10782753
1107	0.1078029539
1108	0.1077781426
1109	0.107750367
1110	0.1077133566
1111	0.1077096929
1112	0.1076797904
1113	0.1076537323
1114	0.1076214495
1115	0.1075986596
1116	0.1075667222
1117	0.1075319141
1118	0.1075167618
1119	0.107483969
1120	0.1074517591
1121	0.1074319489
1122	0.1073922993
1123	0.1073597043
1124	0.1073411232
1125	0.1073060685
1126	0.1072606028
1127	0.107228885
1128	0.1071936455
1129	0.1071711256
1130	0.1071487346
1131	0.107103747
1132	0.1070827769
1133	0.1070534727
1134	0.1070283203
1135	0.1069980666
1136	0.1069732038
1137	0.1069458723
1138	0.1069387192
1139	0.1069032806
1140	0.1068757963
1141	0.1068486875
1142	0.1068313822
1143	0.1067983095
1144	0.1067656407
1145	0.1067375094
1146	0.1067169955
1147	0.1066812229
1148	0.1066632476
1149	0.1066392944
1150	0.1066269714
1151	0.1065978941
1152	0.106574568
1153	0.1065545301
1154	0.1065112294
1155	0.1064723742
1156	0.1064259394
1157	0.1063955447
1158	0.106373568
1159	0.1063591439
1160	0.1063504092
1161	0.1063258861
1162	0.1063051648
1163	0.106275806
1164	0.1062436209
1165	0.1062404781
1166	0.1062050042
1167	0.1061828703
1168	0.1061515978
1169	0.1061197471
1170	0.1060947361
1171	0.106082786
1172	0.1060613282
1173	0.1060356308
1174	0.1060089135
1175	0.1059862992
1176	0.1059707138
1177	0.1059534565
1178	0.1059390959
1179	0.105924417
1180	0.1059034883
1181	0.1058655819
1182	0.1058473431
1183	0.1058156046
1184	0.1058031959
1185	0.1057639218
1186	0.1057303323
1187	0.1056965114
1188	0.105664524
1189	0.1056444306
1190	0.1056142335
1191	0.1056021205
1192	0.105564503
1193	0.1055393331
1194	0.1055178374
1195	0.1055019747
1196	0.1054833227
1197	0.1054401008
1198	0.1054283631
1199	0.1054110714
1200	0.105370938
1201	0.1053485318
1202	0.1053119978
1203	0.1052957589
1204	0.1052733331
1205	0.1052626523
1206	0.1052437879
1207	0.1052179827
1208	0.1051959253
1209	0.1051795555
1210	0.1051382012
1211	0.10511503
1212	0.1050805008
1213	0.1050630224
1214	0.1050392351
1215	0.1049991356
1216	0.1049791627
1217	0.1049552688
1218	0.1049306052
1219	0.1049021467
1220	0.1048682269
1221	0.1048320496
1222	0.1048076867
1223	0.1047814358
1224	0.1047534776
1225	0.1047302113
1226	0.1047026556
1227	0.104689759
1228	0.1046651462
1229	0.1046475217
1230	0.1046232654
1231	0.1045868924
1232	0.1045615709
1233	0.1045395286
1234	0.1045119174
1235	0.1044905599
1236	0.1044717107
1237	0.1044523851
1238	0.1044174401
1239	0.1044028525
1240	0.1043731436
1241	0.1043529282
1242	0.1043188665
1243	0.1042690742
1244	0.1042429608
1245	0.1042169599
1246	0.1041909656
1247	0.1041698765
1248	0.104157586
1249	0.1041344387
1250	0.1041150702
1251	0.1040813092
1252	0.1040522778
1253	0.104035333
1254	0.1039998037
1255	0.1039836453
1256	0.1039628622
1257	0.1039229892
1258	0.1038851709
1259	0.1038575821
1260	0.1038494098
1261	0.1038137599
1262	0.1037803316
1263	0.1037566499
1264	0.1037328323
1265	0.1037127311
1266	0.1036811186
1267	0.103669208
1268	0.1036438268
1269	0.1036219697
1270	0.1035906684
1271	0.1035555751
1272	0.1035322682
1273	0.103510087
1274	0.1034850255
1275	0.1034587798
1276	0.1034381697
1277	0.1034022719
1278	0.1033842955
1279	0.1033551554
1280	0.1033342664
1281	0.1033155028
1282	0.1032804864
1283	0.1032540627
1284	0.1032340261
1285	0.1031895658
1286	0.1031773045
1287	0.1031437763
1288	0.1031201813
1289	0.1030921164
1290	0.1030643685
1291	0.1030435501
1292	0.1030278939
1293	0.1030178935
1294	0.1030007599
1295	0.102963867
1296	0.1029271745
1297	0.1028947616
1298	0.1028608914
1299	0.102841304
1300	0.1028154532
1301	0.1027734034
1302	0.1027519504
1303	0.102728525
1304	0.1026967739
1305	0.1026673182
1306	0.1026496894
1307	0.1026378109
1308	0.1026155693
1309	0.1025957526
1310	0.1025563937
1311	0.1025513922
1312	0.1025338322
1313	0.1025111521
1314	0.1024951988
1315	0.1024780509
1316	0.1024482991
1317	0.1024329664
1318	0.102412581
1319	0.1023676614
1320	0.1023363187
1321	0.1023017559
1322	0.1022734084
1323	0.1022381604
1324	0.1022058966
1325	0.1021832999
1326	0.1021534132
1327	0.1021270748
1328	0.1021082575
1329	0.1020816347
1330	0.1020437838
1331	0.102020309
1332	0.1019964836
1333	0.1019572724
1334	0.1019279906
1335	0.1019054402
1336	0.1018832733
1337	0.1018572896
1338	0.101842242
1339	0.1018091696
1340	0.1017803685
1341	0.1017563324
1342	0.1017422328
1343	0.1017070907
1344	0.1016837174
1345	0.101649884
1346	0.1016322042
1347	0.101604432
1348	0.1015738128
1349	0.1015561538
1350	0.1015314142
1351	0.1014971289
1352	0.101480569
1353	0.1014614287
1354	0.1014249748
1355	0.1014151417
1356	0.1014046678
1357	0.1013642836
1358	0.1013316916
1359	0.1013155871
1360	0.1012882511
1361	0.1012597851
1362	0.1012250353
1363	0.1012057091
1364	0.1011855136
1365	0.1011734877
1366	0.101150932
1367	0.1011234873
1368	0.1010838161
1369	0.1010663589
1370	0.1010361999
1371	0.1010210196
1372	0.1009894391
1373	0.1009515323
1374	0.1009111895
1375	0.1008865534
1376	0.1008661725
1377	0.1008368901
1378	0.1008138745
1379	0.1007832262
1380	0.1007640377
1381	0.1007504151
1382	0.1007237442
1383	0.1006994732
1384	0.1006814075
1385	0.1006519501
1386	0.1006208048
1387	0.1005965253
1388	0.1005777837
1389	0.1005673508
1390	0.1005439342
1391	0.1005160082
1392	0.1004839521
1393	0.1004562969
1394	0.1004391679
1395	0.1004247528
1396	0.100401729
1397	0.1003518665
1398	0.1003324259
1399	0.100321343
1400	0.1002906248
1401	0.1002636058
1402	0.1002361722
1403	0.1002231167
1404	0.1002052352
1405	0.1001894524
1406	0.1001579108
1407	0.1001365914
1408	0.1001092443
1409	0.100087961
1410	0.1000595624
1411	0.1000284964
1412	0.1000191239
1413	0.1000000264
1414	0.09998154102
1415	0.09996890185
1416	0.09993596054
1417	0.09989568543
1418	0.0998752654
1419	0.09985685553
1420	0.09983730254
1421	0.09981860252
1422	0.09979656515
1423	0.0997849141
1424	0.09975585537
1425	0.099708976
1426	0.09968491368
1427	0.09966746437
1428	0.09963617932
1429	0.09960808834
1430	0.09958153851
1431	0.09955597256
1432	0.09954623816
1433	0.09952250083
1434	0.09949242004
1435	0.09946933765
1436	0.09943764789
1437	0.09942017253
1438	0.0994050908
1439	0.09938568491
1440	0.09935100476
1441	0.09933984151
1442	0.0993165187
1443	0.09929857004
1444	0.09927424171
1445	0.0992443367
1446	0.09920765663
1447	0.09919295642
1448	0.09917438419
1449	0.09915098264
1450	0.09913437066
1451	0.09911015212
1452	0.09907786834
1453	0.09906212283
1454	0.09902953841
1455	0.09900808869
1456	0.09897530849
1457	0.09895516493
1458	0.09893147044
1459	0.09890514033
1460	0.09887953685
1461	0.09886441914
1462	0.09883891854
1463	0.09880486654
1464	0.09878782467
1465	0.09877407081
1466	0.09875102622
1467	0.09873547384
1468	0.09870192331
1469	0.09866772857
1470	0.09864777526
1471	0.09862524362
1472	0.09861453292
1473	0.09859712683
1474	0.09858551334
1475	0.09855420617
1476	0.09852087695
1477	0.09851487959
1478	0.0984625874
1479	0.09843174898
1480	0.09841716824
1481	0.09839355304
1482	0.09837200008
1483	0.09834576348
1484	0.09832266052
1485	0.09829584059
1486	0.09827854832
1487	0.09825903002
1488	0.09823420136
1489	0.09821329582
1490	0.09819408495
1491	0.0981762984
1492	0.09815289821
1493	0.09813386864
1494	0.09811320646
1495	0.09809403257
1496	0.09807270628
1497	0.09804692515
1498	0.09803126653
1499	0.09799841088
1500	0.09798092904
1501	0.09795522706
1502	0.09793195156
1503	0.09791729932
1504	0.09789032906
1505	0.09785803704
1506	0.09783761778
1507	0.09782030557
1508	0.09779166054
1509	0.09776800462
1510	0.0977550304
1511	0.0977410378
